date,series_id,value,series_description,frequency,frequency_description,units,units_description,project
2017-06-01,CUSR0000SASLE,2.47846,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-07-01,CUSR0000SASLE,2.44091,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-08-01,CUSR0000SASLE,2.49179,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-09-01,CUSR0000SASLE,2.55228,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-10-01,CUSR0000SASLE,2.65959,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-11-01,CUSR0000SASLE,2.54869,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2017-12-01,CUSR0000SASLE,2.56307,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-01-01,CUSR0000SASLE,2.62552,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-02-01,CUSR0000SASLE,2.59736,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-03-01,CUSR0000SASLE,2.89695,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-04-01,CUSR0000SASLE,2.92484,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-05-01,CUSR0000SASLE,3.03108,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-06-01,CUSR0000SASLE,3.03667,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-07-01,CUSR0000SASLE,3.09215,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-08-01,CUSR0000SASLE,2.96001,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-09-01,CUSR0000SASLE,2.95767,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-10-01,CUSR0000SASLE,2.85835,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-11-01,CUSR0000SASLE,2.90262,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2018-12-01,CUSR0000SASLE,2.88939,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-01-01,CUSR0000SASLE,2.7779,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-02-01,CUSR0000SASLE,2.76018,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-03-01,CUSR0000SASLE,2.74872,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-04-01,CUSR0000SASLE,2.82516,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-05-01,CUSR0000SASLE,2.73059,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-06-01,CUSR0000SASLE,2.77751,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-07-01,CUSR0000SASLE,2.7817,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-08-01,CUSR0000SASLE,2.87795,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-09-01,CUSR0000SASLE,2.90515,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-10-01,CUSR0000SASLE,2.97167,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-11-01,CUSR0000SASLE,3.03543,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2019-12-01,CUSR0000SASLE,2.98079,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-01-01,CUSR0000SASLE,3.11593,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-02-01,CUSR0000SASLE,3.166,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-03-01,CUSR0000SASLE,2.87255,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-04-01,CUSR0000SASLE,2.18354,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-05-01,CUSR0000SASLE,1.98197,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-06-01,CUSR0000SASLE,1.93316,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-07-01,CUSR0000SASLE,2.23599,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-08-01,CUSR0000SASLE,2.14076,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-09-01,CUSR0000SASLE,1.90733,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-10-01,CUSR0000SASLE,1.72314,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-11-01,CUSR0000SASLE,1.70671,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2020-12-01,CUSR0000SASLE,1.60647,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-01-01,CUSR0000SASLE,1.30387,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-02-01,CUSR0000SASLE,1.2742,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-03-01,CUSR0000SASLE,1.65314,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-04-01,CUSR0000SASLE,2.46233,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-05-01,CUSR0000SASLE,2.88366,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-06-01,CUSR0000SASLE,3.01296,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-07-01,CUSR0000SASLE,2.78834,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-08-01,CUSR0000SASLE,2.7148,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-09-01,CUSR0000SASLE,2.914,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-10-01,CUSR0000SASLE,3.25618,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-11-01,CUSR0000SASLE,3.43508,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2021-12-01,CUSR0000SASLE,3.7236,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-01-01,CUSR0000SASLE,4.09654,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-02-01,CUSR0000SASLE,4.39743,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-03-01,CUSR0000SASLE,4.65856,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-04-01,CUSR0000SASLE,4.91057,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-05-01,CUSR0000SASLE,5.16307,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-06-01,CUSR0000SASLE,5.48039,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-07-01,CUSR0000SASLE,5.56437,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-08-01,CUSR0000SASLE,6.07983,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-09-01,CUSR0000SASLE,6.66318,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-10-01,CUSR0000SASLE,6.74677,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-11-01,CUSR0000SASLE,6.81137,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2022-12-01,CUSR0000SASLE,7.03392,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2023-01-01,CUSR0000SASLE,7.17106,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2023-02-01,CUSR0000SASLE,7.26814,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2023-03-01,CUSR0000SASLE,7.11985,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2023-04-01,CUSR0000SASLE,6.8367000000000004,Services less energy,m,monthly,pc1,annual_percentage_change,inflation
2003-05-01,CUSR0000SAH1,2.50723,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-06-01,CUSR0000SAH1,2.30991,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-07-01,CUSR0000SAH1,2.40154,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-08-01,CUSR0000SAH1,2.24988,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-09-01,CUSR0000SAH1,2.19675,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-10-01,CUSR0000SAH1,2.38436,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-11-01,CUSR0000SAH1,2.23384,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2003-12-01,CUSR0000SAH1,2.2296,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-01-01,CUSR0000SAH1,2.08038,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-02-01,CUSR0000SAH1,1.98488,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-03-01,CUSR0000SAH1,2.60047,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-04-01,CUSR0000SAH1,2.93006,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-05-01,CUSR0000SAH1,2.77516,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-06-01,CUSR0000SAH1,2.96331,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-07-01,CUSR0000SAH1,2.86116,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-08-01,CUSR0000SAH1,2.80899,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-09-01,CUSR0000SAH1,2.99065,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-10-01,CUSR0000SAH1,2.7946,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-11-01,CUSR0000SAH1,2.69642,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2004-12-01,CUSR0000SAH1,2.69142,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-01-01,CUSR0000SAH1,2.68643,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-02-01,CUSR0000SAH1,3.10473,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-03-01,CUSR0000SAH1,3.08756,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-04-01,CUSR0000SAH1,2.70891,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-05-01,CUSR0000SAH1,2.42563,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-06-01,CUSR0000SAH1,2.32983,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-07-01,CUSR0000SAH1,2.41678,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-08-01,CUSR0000SAH1,2.41348,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-09-01,CUSR0000SAH1,1.90563,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-10-01,CUSR0000SAH1,2.31083,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-11-01,CUSR0000SAH1,2.5350799999999998,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2005-12-01,CUSR0000SAH1,2.62088,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-01-01,CUSR0000SAH1,2.61615,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-02-01,CUSR0000SAH1,2.60674,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-03-01,CUSR0000SAH1,2.50335,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-04-01,CUSR0000SAH1,2.86097,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-05-01,CUSR0000SAH1,3.21716,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-06-01,CUSR0000SAH1,3.52679,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-07-01,CUSR0000SAH1,3.60641,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-08-01,CUSR0000SAH1,3.82392,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-09-01,CUSR0000SAH1,4.18522,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-10-01,CUSR0000SAH1,4.0744,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-11-01,CUSR0000SAH1,4.10596,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2006-12-01,CUSR0000SAH1,4.13915,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-01-01,CUSR0000SAH1,4.28791,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-02-01,CUSR0000SAH1,4.29566,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-03-01,CUSR0000SAH1,4.02878,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-04-01,CUSR0000SAH1,3.92873,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-05-01,CUSR0000SAH1,3.73896,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-06-01,CUSR0000SAH1,3.64166,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-07-01,CUSR0000SAH1,3.49936,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-08-01,CUSR0000SAH1,3.40471,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-09-01,CUSR0000SAH1,3.43462,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-10-01,CUSR0000SAH1,3.22596,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-11-01,CUSR0000SAH1,3.18278,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2007-12-01,CUSR0000SAH1,3.16237,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-01-01,CUSR0000SAH1,3.08065,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-02-01,CUSR0000SAH1,2.86384,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-03-01,CUSR0000SAH1,2.98527,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-04-01,CUSR0000SAH1,2.70469,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-05-01,CUSR0000SAH1,2.61437,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-06-01,CUSR0000SAH1,2.52179,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-07-01,CUSR0000SAH1,2.49955,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-08-01,CUSR0000SAH1,2.38476,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-09-01,CUSR0000SAH1,2.34923,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-10-01,CUSR0000SAH1,2.23183,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-11-01,CUSR0000SAH1,2.12943,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2008-12-01,CUSR0000SAH1,1.85631,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-01-01,CUSR0000SAH1,1.79871,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-02-01,CUSR0000SAH1,1.69888,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-03-01,CUSR0000SAH1,1.50656,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-04-01,CUSR0000SAH1,1.6168,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-05-01,CUSR0000SAH1,1.52134,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-06-01,CUSR0000SAH1,1.2524,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-07-01,CUSR0000SAH1,0.92602,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-08-01,CUSR0000SAH1,0.93484,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-09-01,CUSR0000SAH1,0.68302,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-10-01,CUSR0000SAH1,0.66453,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-11-01,CUSR0000SAH1,0.29177,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2009-12-01,CUSR0000SAH1,0.28611,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-01-01,CUSR0000SAH1,-0.37315,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-02-01,CUSR0000SAH1,-0.4376,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-03-01,CUSR0000SAH1,-0.57988,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-04-01,CUSR0000SAH1,-0.64909,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-05-01,CUSR0000SAH1,-0.60687,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-06-01,CUSR0000SAH1,-0.47977,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-07-01,CUSR0000SAH1,-0.28858,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-08-01,CUSR0000SAH1,-0.43644,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-09-01,CUSR0000SAH1,-0.33959,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-10-01,CUSR0000SAH1,-0.38094,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-11-01,CUSR0000SAH1,-0.08748,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2010-12-01,CUSR0000SAH1,0.02608,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-01-01,CUSR0000SAH1,0.63983,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-02-01,CUSR0000SAH1,0.77703,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-03-01,CUSR0000SAH1,0.90515,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-04-01,CUSR0000SAH1,0.98928,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-05-01,CUSR0000SAH1,1.02044,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-06-01,CUSR0000SAH1,1.16112,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-07-01,CUSR0000SAH1,1.3702,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-08-01,CUSR0000SAH1,1.56946,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-09-01,CUSR0000SAH1,1.64945,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-10-01,CUSR0000SAH1,1.80625,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-11-01,CUSR0000SAH1,1.85788,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2011-12-01,CUSR0000SAH1,1.95199,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-01-01,CUSR0000SAH1,1.95937,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-02-01,CUSR0000SAH1,2.01141,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-03-01,CUSR0000SAH1,2.12506,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-04-01,CUSR0000SAH1,2.25389,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-05-01,CUSR0000SAH1,2.3103,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-06-01,CUSR0000SAH1,2.24343,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-07-01,CUSR0000SAH1,2.11211,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-08-01,CUSR0000SAH1,2.10757,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-09-01,CUSR0000SAH1,2.20249,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-10-01,CUSR0000SAH1,2.22447,Shelter,m,monthly,pc1,annual_percentage_change,inflation
2012-11-01,CUSR0000SAH1,2.20685,Shelter,m,monthly,pc1,annual_percentage_change,inflation
